Date Of Stop,Time Of Stop,SubAgency,Description,Location,Accident,Belts,Personal Injury,Property Damage,Commercial License,Commercial Vehicle,Alcohol,State,Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver State,DL State,Arrest Type
02/12/2014,00:39:00,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PINEY BRANCH RD / CARROLL AVE,No,No,No,No,No,No,No,MD,2001.0,BUICK,4D,RED,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
01/01/2014,11:31:00,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,FREDERICK RD/GERMANTOWN,No,No,No,No,No,No,No,MD,1997.0,DODG,4S,BLACK,Citation,16-101(a),No,WHITE,M,MD,MD,A - Marked Patrol
01/27/2014,22:16:00,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,UNIVERSITY BLVD/EAST WAYNE,No,No,No,No,No,No,No,MD,2007.0,HOND,4S,GRAY,Citation,16-116(a),No,OTHER,F,MD,MD,A - Marked Patrol
07/27/2014,21:02:00,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,3931 ISBELLST,No,No,No,Yes,No,No,No,MD,2005.0,FORD,TK,WHITE,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
10/08/2013,00:54:00,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,19590 FREDERICK RD,No,No,No,No,No,No,No,MD,2013.0,TOYT,COROLLA 4S,SILVER,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/27/2014,22:01:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BEL PRE RD / GEORGIA AVE,No,No,No,No,No,No,No,MD,2002.0,HONDA,ACCORD,SILVER,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/14/2014,04:07:00,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,DALE DR / WAYNE AVE,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,SIENNA,GOLD,Citation,16-101(a),No,HISPANIC,M,MD,XX,A - Marked Patrol
09/22/2015,12:40:00,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,836 ROCKVILLE PIKE,No,No,No,No,No,No,No,MD,2002.0,TOYOTA,ECHO,GOLD,Citation,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
01/20/2014,23:41:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,ASPEN HILL @ PARKLAND,No,No,No,No,No,No,No,MD,2008.0,PONTIAC,G8,WHITE,Citation,16-303(d),No,WHITE,M,MD,MD,A - Marked Patrol
12/23/2013,15:20:00,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,28 / MUDDY BRANCH RD,No,No,No,No,No,No,No,MD,1982.0,CADILLAC,2S,BEIGE,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
06/13/2014,10:23:00,"6th district, Gaithersburg / Montgomery Village",FAIL OF DRIVER IN ATTEND VEH ACCIDENT TO FURNISH REQ ID & LIC,SHADY GROVE RD / MIDCOUNTY HWY,No,No,No,No,No,No,No,MD,2011.0,CHEVORLET,IMPALA,BLACK,Citation,20-104(b),Yes,BLACK,F,MD,MD,A - Marked Patrol
02/15/2014,19:29:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,AMHERST AVE/WINDHAM LA,No,No,No,No,No,No,No,DC,2011.0,VOLKSWAGON,GTI,GRAY,Citation,13-411(d),No,WHITE,M,DC,DC,A - Marked Patrol
06/29/2014,13:44:00,"3rd district, Silver Spring",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,SB NEW HAMPSHIRE AVE AND CRESTHAVEN DR,No,No,No,No,No,No,No,MD,2012.0,HONDA,CIVIC,"BLUE, DARK",Citation,20-103(a),No,BLACK,F,MD,MD,A - Marked Patrol
09/16/2014,13:27:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,500 PERRY PKWY,No,No,No,No,No,No,No,MD,2004.0,CHEVY,CAVALIER,RED,Citation,21-801.1,No,HISPANIC,M,MD,MD,Q - Marked Laser
05/24/2014,16:18:00,"3rd district, Silver Spring",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,PINEY BRANCH RD AT BARRON ST,No,No,No,No,No,No,No,MD,1996.0,NISSAN,200SX,GREEN,Citation,13-411(c2),No,HISPANIC,M,MD,MD,A - Marked Patrol
06/16/2014,17:50:00,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,INDEPENDENCE ST\PARKLAND DR,No,No,No,No,No,No,No,MD,2010.0,TOYOTA,COROLLA,GRAY,Citation,22-412.3(b),No,WHITE,M,MD,MD,A - Marked Patrol
06/17/2014,18:23:00,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SHADY GROVE RD/ MILL RUN DR,No,No,No,No,No,No,No,MD,2005.0,GMC,TRK,WHITE,Citation,16-303(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
07/26/2014,04:31:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE/ DAYTON ST,No,No,No,No,No,No,No,MD,2001.0,ISUZU,RODEO,"GREEN, DK",Citation,13-409(b),No,BLACK,M,MD,MD,A - Marked Patrol
12/12/2014,09:07:00,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE / FOX ST,No,No,No,No,No,No,No,MD,1996.0,HONDA,CIVIC,WHITE,Citation,16-303(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
10/29/2014,16:06:00,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,"5300 W CEDAR LA / 5200 LOCUST AVE ,MCG",No,No,No,No,No,No,No,MD,2001.0,NISS,4S,SILVER,Citation,21-801(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
08/06/2014,02:45:00,"2nd district, Bethesda",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,CONNECTICUT AVE AT SAUL RD,No,No,No,No,No,No,No,MD,2012.0,AUDI,Q7,BLUE,Citation,21-901.1(a),No,WHITE,M,MD,MA,A - Marked Patrol
07/15/2014,08:28:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,14300 LAYHILL RD,No,No,No,No,No,No,No,MD,2000.0,BMW,2H,BLACK,Citation,16-303(d),No,HISPANIC,M,MD,MD,A - Marked Patrol
04/27/2015,01:26:00,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,10820 GEORGIA AVE,No,No,No,No,No,No,No,MD,2002.0,INFINITI,I35,BEIGE,Citation,21-902(b1),No,HISPANIC,M,MD,MD,A - Marked Patrol
06/29/2014,11:19:00,"2nd district, Bethesda",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,KNOWLES/CONNECTICUT,No,No,No,No,No,No,No,MD,2013.0,HONDA,CIVIC,BLACK,Citation,21-201(a2),No,HISPANIC,F,MD,MD,A - Marked Patrol
10/04/2014,09:37:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT AVE / DEAN RD,No,No,No,No,No,No,No,MD,2010.0,HOND,4S,GRAY,Citation,21-801.1,No,OTHER,F,MD,MD,Q - Marked Laser
08/28/2014,17:45:00,"4th district, Wheaton",FAILURE YIELD RIGHT OF WAY ON U TURN,UNIVERSITY BLVE @ VEIRS MILL,No,No,No,No,No,No,No,MD,1996.0,TOYOTA,CAMRY,"BLUE, LIGHT",Citation,21-402(b),No,OTHER,M,MD,MD,A - Marked Patrol
09/23/2014,19:31:00,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,TWINBROOK PARKWAY / ARDENNES AVENUE,No,No,No,No,No,No,No,MD,2003.0,VOLK,JETTA,BLUE,Citation,13-401(h),No,WHITE,F,MD,MD,A - Marked Patrol
08/20/2014,22:40:00,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,EAST WEST HWY @ WAVERLY ST,No,No,No,No,No,No,No,MD,2001.0,MITISHBSHI,GALANT,SILVER,Citation,16-303(f),No,BLACK,M,DC,DC,A - Marked Patrol
05/03/2014,11:57:00,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,UNIVERSITY BLVD / VALLEY VIEW AVE,No,No,No,No,Yes,No,No,MD,2003.0,LEXUS,IS300,GRAY,Citation,21-309(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
02/18/2016,08:11:00,"4th district, Wheaton",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,RANDOLPH RD / HAMMONTON RD,No,No,No,No,No,No,No,MD,2004.0,ACUR,TK,BLACK,Citation,21-309(i),No,ASIAN,F,MD,MD,A - Marked Patrol
06/18/2014,09:42:00,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,MASSACHUSETTS AVE AT OSCEOLA RD,No,No,No,No,No,No,No,MD,2007.0,HOND,4S,BLACK,Citation,21-801(b),Yes,WHITE,M,MD,MD,A - Marked Patrol
07/13/2014,04:46:00,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,OLD COLUMBIA PIKE /  E RANDOLPH RD,No,No,No,No,No,No,No,MD,2008.0,NISS,4S,GRAY,Citation,21-902(a2),No,BLACK,M,MD,MD,A - Marked Patrol
06/07/2015,16:04:00,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD E @ MERRIMAC DR,No,No,No,No,No,No,No,MD,2001.0,TOYOTA,CELICA,BLUE,Citation,21-902(b1),No,HISPANIC,M,MD,MD,A - Marked Patrol
06/10/2014,17:53:00,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK ROAD @ OBSERVATION DRIVE,No,No,No,No,Yes,No,No,MD,2003.0,DODG,TK,RED,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
04/15/2015,00:44:00,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MONTGOMERY VILLAGE AVE. @ STEDWICK RD.,No,No,No,No,No,No,No,MD,2011.0,AUDI,A4,BLACK,Citation,16-101(a),No,OTHER,F,MD,MD,A - Marked Patrol
08/17/2014,01:55:00,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB GEORGIA AVE/ BONIFANT ST,No,No,No,No,No,No,No,MD,2012.0,TOYOTA,4RUNNER,GRAY,Citation,13-411(f),No,BLACK,M,MD,MD,A - Marked Patrol
07/07/2014,01:38:00,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CHERRY HILL RD / FDA BLVD,No,No,No,No,No,No,No,MD,2003.0,DODGE,VAN,GREEN,Citation,16-101(a),No,HISPANIC,M,MD,XX,A - Marked Patrol
11/03/2014,07:02:00,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEW HAMPSHIRE AVENUE / E RANDOLPH ROAD,No,No,No,No,No,No,No,MD,2001.0,MAZDA,PROTEGE,SILVER,Citation,13-411(d),No,HISPANIC,M,MD,MD,A - Marked Patrol
09/29/2014,22:00:00,"4th district, Wheaton",DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,11410P GEORGIA AVENUE,No,No,No,No,No,No,No,MD,2002.0,IZUZU,TRUCK,GRAY,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
07/30/2014,00:16:00,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SHADY GROVE ROAD @ OAKMONT AVE,No,No,No,No,No,No,No,MD,1998.0,MERC,E320,TAN,Citation,16-303(h),No,BLACK,F,MD,MD,A - Marked Patrol
07/06/2014,11:04:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DENNIS AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,1997.0,HOND,4S,BLACK,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/18/2015,11:25:00,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,7980 GEORGIA AVE,No,No,No,No,No,No,No,MD,2001.0,NISSAN,MAXIMA,GREEN,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/01/2015,11:43:00,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NEW HAMPSHIRE AVE @ METZEROTT RD,No,No,No,No,No,No,No,MD,2014.0,TOYOTA,CAMRY,GRAY,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
10/01/2014,07:34:00,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,PARK VISTA DR / MASSANUTTEN DR,No,No,No,No,No,No,No,MD,2014.0,MAZDA,4S,BROWN,Citation,21-301(a),No,BLACK,F,MD,MD,Q - Marked Laser
10/17/2015,22:20:00,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,801 ELLSWORTH DR,No,No,No,No,No,No,No,VA,2007.0,TOYOTA,PRIUS,BLACK,Citation,21-902(b1),No,BLACK,M,MD,MD,A - Marked Patrol
01/24/2015,22:43:00,"6th district, Gaithersburg / Montgomery Village",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,WHISPERING OAKS/STREAMSIDE DR,No,No,No,No,Yes,No,No,MD,2004.0,BUICK,4S,SILVER,Citation,21-901.1(a),No,OTHER,M,MD,MD,A - Marked Patrol
01/09/2015,12:00:00,"4th district, Wheaton",FAILURE TO STOP FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,BEL PRE RD/PARKER FARM WAY,No,No,No,No,No,No,No,MD,2005.0,SUBARU,OUTBACK,BLUE,Citation,21-706(a),No,WHITE,M,MD,MD,A - Marked Patrol
06/12/2015,23:12:00,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,STEDWICK RD / MVA,No,No,No,No,No,No,No,MD,2010.0,MERCEDES,C300,WHITE,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
08/08/2014,22:23:00,"1st district, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,SHADY GROVE @ KEY WEST,No,No,No,No,No,No,No,VA,2010.0,TOYT,COROLLA,GRAY,Citation,21-202(i1),No,ASIAN,M,VA,VA,A - Marked Patrol
11/23/2014,20:43:00,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ELLSWORTH AVE @ FENTON AVE,No,No,No,No,No,No,No,MD,2005.0,HONDA,CIVIC,"GREEN, DK",Citation,16-112(c),No,HISPANIC,M,DC,MD,A - Marked Patrol
09/20/2014,19:03:00,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FENTON AVE @  BONIFANT ST,No,No,No,No,No,No,No,DC,2014.0,HONDA,ACCORD,BLACK,Citation,13-409(b),No,BLACK,M,DC,DC,A - Marked Patrol
07/23/2014,14:30:00,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,CONNECTICUT AVE AND RANDOPLH RD,No,No,No,No,No,No,No,MD,2007.0,NISS,4S,GRAY,Citation,16-116(a),No,BLACK,F,MD,MD,A - Marked Patrol
03/08/2016,09:38:00,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GRANDIN AVE/FIRST ST,No,No,No,No,No,No,No,MD,2000.0,CHYSLER,CIRRUS,SILVER,Citation,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
02/22/2015,14:33:00,"5th district, Germantown",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,FATHER HURLEY/270,No,No,No,No,Yes,No,No,MD,2005.0,FORD,F-150,WHITE,Citation,21-801(b),Yes,WHITE,M,MD,MD,A - Marked Patrol
02/27/2016,03:15:00,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",CHERRY HILL RD/PROSPERITY DR,No,No,No,No,No,No,No,MD,2002.0,TOYOTA,SOLARA,SILVER,Citation,21-901.1(b),No,BLACK,M,MD,MD,A - Marked Patrol
06/18/2014,22:35:00,"3rd district, Silver Spring",DOING FORBIDDEN ACT PERTAINING TO DRIVER'S LIC.,GEORGIA AVE/FIDLER LANE,No,No,No,No,No,No,No,MD,2004.0,VOLVO,XCBC,SILVER,Citation,16-301(q),No,BLACK,F,MD,MD,A - Marked Patrol
02/08/2015,14:54:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE / RANDOLPH ROAD,No,No,No,No,No,No,No,MD,1994.0,HONDA,ACCORD,WHITE,Citation,16-303(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
08/02/2014,13:48:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,LONGDRAFT RD / GRT. SENECA HWY.,No,No,No,No,No,No,No,MD,2007.0,DODGE,GRAND CARAVAN,BLUE,Citation,13-401(d),No,BLACK,F,MD,MD,A - Marked Patrol
07/24/2015,21:14:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RANDOLPH ROAD @ GLENALLEN AVENUE,No,No,No,No,No,No,No,MD,2009.0,TOYOTA,PRIUS,BEIGE,Citation,13-409(b),No,BLACK,M,VA,VA,A - Marked Patrol
02/13/2015,21:24:00,"5th district, Germantown",DRIVER READING  ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY,SHAKESPEAR BLVD AND OBSERVATION DR,No,No,No,No,No,No,No,MD,2005.0,HOND,4S,SILVER,Citation,21-1124.1(b),No,WHITE,M,MD,MD,A - Marked Patrol
05/24/2014,16:49:00,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,RIVER RD /COUNCELMAN RD,No,No,No,No,No,No,No,VA,1997.0,CHEVY,GMT-400,BLACK,Citation,22-412.3(b),No,HISPANIC,M,VA,VA,A - Marked Patrol
10/10/2014,02:28:00,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE AVE NORTHWES DR,No,No,No,No,No,No,No,MD,1990.0,NIS,GXE,SILVER,Citation,16-112(c),No,BLACK,M,MD,MD,A - Marked Patrol
06/02/2014,01:03:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA AVE/ UNIVERSITY BLVD,No,No,No,No,No,No,No,MD,2008.0,FORD,TRUCK,RED,Citation,21-309(d),No,HISPANIC,M,MD,MD,A - Marked Patrol
03/21/2015,03:37:00,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,2611 OLNEY SANDY SPRING RD,No,No,No,No,No,No,No,MD,2006.0,SUBARU,BAJA,GRAY,Citation,21-902(a1),No,WHITE,M,MD,MD,A - Marked Patrol
06/01/2014,12:19:00,"6th district, Gaithersburg / Montgomery Village",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,RUSSELL @ ODENHALL,No,No,Yes,No,No,No,No,MD,1999.0,DODGE,DAKOTA,RED,Citation,21-310(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
08/13/2014,00:00:00,"1st district, Rockville","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",DARNESTOWN RD/ PHYSICIANS LANE,No,No,No,No,No,No,No,MD,2011.0,CHEV,TRAVERSE,GRAY,Citation,22-201.1,No,BLACK,M,MD,GA,A - Marked Patrol
09/27/2014,16:19:00,"1st district, Rockville",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,DARNESTOWN RD / COPEN MEADOW DR,No,No,No,No,No,No,No,MD,2012.0,MINI,COOPER,RED,Citation,22-412.2(d),No,WHITE,F,MD,MD,A - Marked Patrol
08/01/2014,12:51:00,"6th district, Gaithersburg / Montgomery Village",FAIL VEH DRIVER IN ACC.TO RPT.ATTENDED VEH. DAMAGE TO NEAREST POLICE,WOODFIELD RD/AIRPARK RD,No,No,No,No,No,No,No,MD,2005.0,NISSAN,SENTRA,BLUE,Citation,20-104(d),Yes,WHITE,M,MD,MD,A - Marked Patrol
11/03/2014,23:39:00,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,RANDOLPH RD @ VIERS MILL RD,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,COROLLA,BLUE,Citation,21-202(h2),Yes,HISPANIC,M,MD,MD,A - Marked Patrol
09/03/2014,21:54:00,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,NORTH HIGH / GEORGIA (ACROSS THE STREET),No,No,No,No,No,No,No,MD,2001.0,BMW,325,BLACK,Citation,21-1124.2(d2),No,WHITE,M,MD,MD,A - Marked Patrol
09/04/2014,22:43:00,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,355 @ APPLEDOWRE WAY,No,No,No,No,No,No,No,MD,2006.0,TOYOTA,TUNDRA,RED,Citation,13-401(h),No,WHITE,M,MD,MD,A - Marked Patrol
09/06/2015,13:59:00,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GERMANTOWN ROAD AT WISTERIA DRIVE,No,No,No,No,No,No,No,VA,2013.0,VOLKSWAGON,JETTA SW,GRAY,Citation,13-409(b),No,WHITE,F,VA,VA,A - Marked Patrol
04/09/2015,20:31:00,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE/POWDER MILL RD,No,No,No,No,Yes,No,No,NY,2005.0,HONDA,CONV,BLACK,Citation,16-303(h),No,WHITE,M,MD,MD,A - Marked Patrol
01/22/2015,10:26:00,"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,EDSON LN @ COMMONWEALTH DRIVE,No,No,No,No,No,No,No,MD,2003.0,CHEVY,TRUCK,GREEN,Citation,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/20/2015,11:13:00,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,RANDOLPH RD / NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,2011.0,BUICK,ENCLAVE,BEIGE,Citation,13-411(a),No,BLACK,M,MD,MD,A - Marked Patrol
05/14/2015,09:53:00,"3rd district, Silver Spring",DRIVING UNINSURED VEHICLE,GEORGIA AVE @ PREDELLA DR,No,No,No,No,No,No,No,MD,2006.0,HONDA,ACCORD,SILVER,Citation,17-107,No,OTHER,M,VA,VA,A - Marked Patrol
02/08/2015,02:09:00,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,EAST WEST HWY @ WISCONSIN AVE,No,No,No,No,No,No,No,MD,2007.0,HONDA,4S,BLUE,Citation,21-902(a1),No,ASIAN,F,MD,MD,A - Marked Patrol
05/04/2015,07:43:00,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,CONNECTICUT AVE@ DENFELD AVE,No,No,No,No,No,No,No,MD,2015.0,CHEV,CRUZE,BLACK,Citation,21-801(b),No,BLACK,F,VA,VA,A - Marked Patrol
02/11/2015,20:56:00,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN/ TUCKERMAN,No,No,No,No,No,No,No,MD,2007.0,NISS,4S,BLACK,Citation,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
04/16/2015,06:21:00,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,FENTON ST / THAYER AVE,No,No,No,No,No,No,No,MD,1996.0,TOYOTA,COROLLA,SILVER,Citation,21-202(h1),No,BLACK,M,MD,MD,A - Marked Patrol
02/21/2016,18:45:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 78 MPH IN A POSTED 35 MPH ZONE,GEORGIA AVE/DENNIS AVE,No,No,No,No,No,No,No,MD,2015.0,HYUNDAI,ELANTRA,WHITE,Citation,21-801.1,No,BLACK,M,DC,VA,A - Marked Patrol
08/05/2015,12:36:00,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",ROUTE 29 AT 95 EXIT,No,No,No,No,No,No,No,MD,2005.0,SATURN,VUE,GREEN,Citation,16-303(h),No,BLACK,F,MD,MD,A - Marked Patrol
11/10/2015,21:43:00,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FREDERICK RD/PROFESSIONAL DR,No,No,No,No,Yes,No,No,MD,2005.0,TOYOTA,COROLLA,SILVER,Citation,13-409(b),No,WHITE,M,PA,PA,A - Marked Patrol
