SubAgency,Description,Location,Belts,Personal Injury,Property Damage,CommercialLicense,CommercialVehicle,Alcohol,State,Make,Model,Color,ViolationType,Charge,ContributedToAccident,Race,Gender,Driver State,DL State,ArrestType
"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NORBECK RD @ BALTIMORE RD,Yes,No,No,No,No,No,MD,FORD,4S,BLUE,Citation,16-303(c),No,HISPANIC,M,MD,MD,S - License Plate Recognition
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/COLESVILLE RD,No,No,No,No,No,No,MD,HONDA,ACCORD,BLACK,Citation,21-201(a1),No,BLACK,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,GEORGIA AVE/UNIVERSITY BLVD W,No,No,No,No,No,No,US,LINCOLN,TOWN CAR,BLACK,Citation,21-202(h2),No,BLACK,M,DC,DC,A - Marked Patrol
"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,GEORGIA AVE / PLYERS MILL RD,No,No,No,No,No,No,MD,CHEVROLET,TRAILBLAZER,GRAY,Warning,13-703(g),No,BLACK,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,OLD GEORGETOWN RD/ROCKVILLE PIKE,No,No,No,No,No,No,MD,FORD,ESCAPE,BLUE,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",CHERRY HILL/ O'FALLON DRIVE,No,No,No,No,No,No,MD,MERCEDEZ BENZ,ML350,MAROON,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,NB 270 AT RT 121 LA 1,No,No,No,No,No,No,PA,NISSAN,MURANO,BLACK,Warning,21-801.1,No,WHITE,M,WV,WV,A - Marked Patrol
"3rd district, Silver Spring",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,2900BLK GRACEFIELD RD,No,No,No,No,No,No,MD,FORD,CROWN,GRAY,Citation,22-406(i1),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE AVE @ RUSSELL AVE,Yes,No,No,No,No,No,MD,MERCEDES,E350,WHITE,Warning,21-201(a1),No,BLACK,M,MD,MD,B - Unmarked Patrol
"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,VEIRS MILL RD @ PARKLAND RD,No,No,No,No,No,No,DC,HONDA,ACCORD,BLUE,Warning,13-411(f),No,HISPANIC,F,DC,DC,A - Marked Patrol
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MONTROSE RD @ HITCHING POST LA,No,No,No,No,No,No,MD,DODGE,CARAVAN,GOLD,Citation,21-1124.2(d2),No,BLACK,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GEORGIA AVE AND GLEN ALLEN RD,No,No,No,No,No,No,MD,TOYT,4S,GREEN,Citation,21-902(a2),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,NB 355/ CHELSEA LN,No,No,No,No,No,No,VA,NISSAN,350Z,WHITE,Warning,21-801.1,No,BLACK,M,VA,VA,Q - Marked Laser
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,ARLINGTON RD AT EDGEMOOR LN,No,No,No,No,No,No,VA,NISSAN,VERSA,WHITE,Citation,21-1124.2(d2),No,OTHER,F,VA,VA,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,CONNECTICUT AVE. @ EVERETT ST. N/B,No,No,No,No,No,No,MD,JEEP,CHEROKEE,BLUE,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",POSSESSING SUSPENDED LIC.,14154 GEORGIA AVE,No,No,No,No,No,No,MD,PORSCHE,SUV,SILVER,Citation,16-301(j),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WOODFIELD RD / EMORY GROVE RD,No,No,No,No,No,No,MD,TOYT,CAMRY 4S,WHITE,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RANDOLPH RD/ SMITH VILLAGE,No,No,No,No,No,No,MD,BMW,X3,GRAY,Warning,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT,GEORGIA AT PRICE,No,No,No,No,No,No,MD,LINC,TK,BLACK,Citation,22-206(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO STOP AT STOP SIGN,CRYSTAL ROCK DR/WATERS LANDING DR,No,No,No,No,No,No,MD,GMC,TK,BLUE,Warning,21-707(a),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,UNIVERSITY BLVD WEST/ EASECREST DR,No,No,No,No,No,No,MD,TOYOTA,ECHO,RED,Warning,21-801.1,No,WHITE,F,MD,MD,P - Mounted Patrol
"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,I-270 / SHADY GROVE RD,No,No,No,No,No,No,VA,TOYOTA,PICKUP,GREEN,Citation,21-801.1,No,WHITE,M,VA,VA,A - Marked Patrol
"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CONNECTICUT AVE/JONES BRIDGE RD,No,No,No,No,No,No,MD,BMW,328XI,"BLUE, DARK",Citation,13-411(d),No,WHITE,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",THROWING ANY REFUSE ON HWY.,8309 OLD GEORGETOWN ROAD,No,No,No,No,No,No,MD,CHEVEROLET,VENTURE,TAN,Citation,21-1111(d),No,HISPANIC,M,DC,DC,A - Marked Patrol
"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CONNECTICUT AVE @ RANDOLPH RD,No,No,No,No,No,No,MD,DODGE,PICKUP,RED,Warning,13-411(d),No,WHITE,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB I-270 @ MD 27 EXIT,No,No,No,No,No,No,MD,TOYT,4S,BLACK,Citation,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT. 118 @ DAWSON FARM RD,No,No,No,No,No,No,MD,HYUN,ELANTRA,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,G - Marked Moving Radar (Stationary)
"6th district, Gaithersburg / Montgomery Village",DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,WOODFIELD RD @ EMORY GROVE RD,No,No,No,No,No,No,MD,DODGE,RAM,GREEN,Citation,11-391.41(a),No,HISPANIC,M,MD,MD,Q - Marked Laser
"1st district, Rockville",HEADLIGHT INOPERATIVE,SHADY GROVE RD @ MID COUNTY HWY,No,No,No,No,No,No,MD,KIA,SORENTO,RED,Warning,11-393.9,Yes,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BONIFANT RD @ CARONA DR,No,No,No,No,No,No,MD,TOYOTA,TUNDRA,SILVER,Warning,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,FATHER HURLEY BLVD @ OBSERVATION DR,No,No,No,No,No,No,MD,TOYOTA,HIGHLANDER,BLACK,Citation,16-101(a),No,WHITE,M,MD,NH,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",MONTGOMERY VILLAGE AVE @ MIDCOUNTY HWY,No,No,No,No,No,No,MD,BMW,528I,SILVER,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,N/B COLUMBIA PIKE @ 198,No,No,No,No,No,No,MD,HONDA,ACCORD,MAROON,Warning,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N FREDERICK AVE/ PERRY PWKY,No,No,No,No,No,No,MD,HYUN,TK,BLACK,Warning,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SEVEN LOCKS ROAD @ DEMOCRACY BLVD,No,No,Yes,No,No,No,MD,CADILLAC,SUV,SILVER,Citation,21-801(b),Yes,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CALVERTON BLVD @ FALLSTON DR,No,No,No,No,No,No,MD,CHEVROLET,TRAILBLAZER,BEIGE,Citation,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,NB 29/  GREENCASTLE ROAD,No,No,No,No,No,No,MD,HYUNDAI,SANTA FE,SILVER,Warning,21-304(c),No,WHITE,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OBSERVATION DR.  SHAKESPEARE DR,No,No,No,No,No,No,MD,CHEVROLET,SUBURBAN,"BLUE, LIGHT",Warning,21-201(a1),No,WHITE,F,MD,MD,B - Unmarked Patrol
"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,20 MANCHESTER PLACE,No,No,No,No,No,No,MD,MERC,SABLE,GREEN,Citation,16-303(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DORSET AVE/ RIVER RD,No,No,No,No,No,No,MD,TOYT,TK,PURPLE,Warning,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,TOWER OAKS BOULEVARD / INTERSTATE 270,No,No,No,No,No,No,MD,CHEV,4S,GRAY,Warning,21-204(b),No,BLACK,M,DC,DC,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,VEIRS MILL RD@ SCHOOLHOUSE CIR,No,No,No,No,No,No,MD,HONDA,ACCORD,BLACK,Warning,21-801.1,No,HISPANIC,F,MD,MD,Q - Marked Laser
"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MIDDLEBROOK@CENTURY,No,No,No,No,No,No,MD,HONDA,4D,BLACK,Citation,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,187/TUCKERMAN LN,No,No,No,No,No,No,MD,JEEP,CX-7,WHITE,Citation,21-1124.2(d2),No,BLACK,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MAPLE AVE / ASPEN ST,No,No,No,No,No,No,MD,TOYT,CAMRY,SILVER,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GEORGIA AVE /UNIVERSITY AVE,No,No,No,No,No,No,MD,LEXUS,RX800,GRAY,Warning,22-226(a),No,ASIAN,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD,OLD GEORGETOWN RD @ DEMOCRACY BLV,No,No,No,No,No,No,MD,TOYT,4S,WHITE,Warning,22-404(a),No,ASIAN,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",KNOWINGLY DRIVING UNINSURED VEHICLE,GEORGIA AVE / RANDOLPH RD,No,No,No,No,No,No,MD,HOND,VN,"GREEN, DK",Warning,17-107,No,OTHER,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO OBEY LAWFUL SIGN AT AUTHORITY HIGHWAY,W/B MD 200 AT LONGMEAD CROSSING DR,No,No,No,No,No,No,PA,HOND,ACCORD,SILVER,Warning,21-1404(a),No,HISPANIC,F,PA,PA,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 72 MPH IN A POSTED 55 MPH ZONE,US 370 & US 270,No,No,No,No,No,No,DC,GMC,TK,BLACK,Citation,21-801.1,No,WHITE,F,DC,DC,Q - Marked Laser
"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PLYERS MILL / LEXINGTON,No,No,No,No,No,No,MD,HYUN,4S,BLACK,Warning,21-707(a),No,BLACK,F,VA,VA,A - Marked Patrol
"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 35 MPH ZONE,SHADY GROVE METRO EXIT @ SHADY GROVE RD,Yes,No,No,No,No,No,MD,TOYOTA,4S,GRAY,Citation,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,POOKS HILL RD @ LINDEN,No,No,No,No,No,No,MD,TOYOTA,CAMRY,GRAY,Warning,21-201(a1),No,WHITE,F,DC,DC,A - Marked Patrol
"2nd district, Bethesda",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,185/SAUL RD,No,No,No,No,No,No,MD,CHEV,LUMINA,GREEN,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,WOODFIELD RD @ HADLEY FARMS RD,No,No,No,No,No,No,MD,CHEV,IMPALA,GRAY,Warning,22-204(f),No,WHITE,F,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,15100 BLK  OF COMUS ROAD,No,No,No,No,No,No,MD,HONDA,ODYSSEY,SILVER,Warning,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,MD,KIA,RIO,BLACK,Warning,21-204(d),No,BLACK,F,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,CENTURY BLVD & CRYSTAL ROCK DR,No,No,No,No,No,No,MD,HOND,CIVIC,SILVER,Warning,21-202(h1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,W/B MD 200 @ MM 9.8,Yes,No,No,No,No,No,PA,LEXUS,ES 330,GRAY,Warning,16-112(c),No,OTHER,M,PA,PA,Q - Marked Laser
Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 84 MPH IN A POSTED 55 MPH ZONE,S/B 270 AND MUDDY BRANCH ROAD,No,No,No,No,No,No,MD,CHRY,VN,SILVER,Citation,21-801.1,No,HISPANIC,M,MD,MD,B - Unmarked Patrol
"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,N/B 270 AT EXIT 8,No,No,No,No,No,No,MD,VOLVO,V50,RED,Warning,21-801(a),No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 27-103,200 / SHADY GROVE RD,No,No,No,No,No,No,MD,MERC,GRAND MARQUES,MAROON,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAIL AND REFUSE TO SURRENDER TO ADM. ON LAWFUL DEMAND SUSPENDED LIC.,NEW HAMPSHIRE AVENUE/SCHINDLER DR,No,No,No,No,No,No,MD,MERCURY,MARINER,BLACK,Citation,16-301(o),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,MONTGOMERY VILLAGE AVE/CLUBHOUSE RD,No,No,No,No,No,No,MD,NISS,4S,SILVER,Warning,21-202(i1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",EAST BOUND RT 108 AT HOMELAND DR,No,No,No,No,No,No,FL,HYUNDAI,4DR,GRAY,Citation,16-101(a),No,WHITE,M,MD,FL,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N. FREDERICK AVE/CHESTNUT ST,No,No,No,No,No,No,MD,CHEVROLET,EXPRESS VAN,WHITE,Warning,16-112(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GIRARD ST/FALLBROOK ST,No,No,No,No,No,No,MD,TOYOTA,COROLLA,BLUE,Citation,16-101(a),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,E. GUDE DR/SOUTHLAWN LA,No,No,No,No,No,No,MD,TOYOTA,CAMRY,RED,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,EXECUTIVE BLVD / MONTROSE AVE,No,No,No,No,No,No,MD,HONDA,4S,GREEN,Warning,22-226(a),No,BLACK,F,MD,MD,A - Marked Patrol
"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EAST GUDE DR @ DOVER RD,No,No,No,No,No,No,MD,CHEVROLET,COBALT,RED,Warning,13-409(b),No,OTHER,M,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",MONTGOMERY VILLAGE AVE/STEDWICK RD,Yes,No,No,No,No,No,MD,CHEVROLET,IMPALA,GRAY,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,STEDWICK RD @ WATKINS MILL,No,No,No,No,No,No,MD,PONTIAC,VIBE,GRAY,Warning,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 26-204,270 @ ROCKLEDGE DR. N/B,No,No,No,No,No,No,MD,FORD,F150,WHITE,Citation,16-303(h),No,WHITE,M,MD,MD,S - License Plate Recognition
"1st district, Rockville",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,E GUDE DRIVE / CRABBS BRANCH WAY,No,No,No,No,No,No,MD,AUDI,4S,BLACK,Warning,22-206(a),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SPRING / 2ND,Yes,No,No,No,No,No,MD,PONTIAC,BONNEVILLE,TAN,Citation,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,EAST WEST HWY@DONNYBROOK DR,No,No,No,No,No,No,MD,FORD,ESCAPE,GOLD,Warning,21-801.1,No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE/DILSTON,No,No,No,No,No,No,MD,TOYOTA,AVALON,SILVER,Warning,16-112(c),No,BLACK,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",RT. TURN FROM IMPROPER ROAD POSITION,DEMOCRACY BLVD/OLD GEORGETOWN RD,No,No,No,No,No,No,MD,TOYOTA,4DR,SILVER,Warning,21-601(a),No,ASIAN,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,REEDIE DR @ GEORGIA AVE,No,No,No,No,No,No,MD,FORD,TK,WHITE,Citation,21-309(d),No,WHITE,M,MD,XX,A - Marked Patrol
"4th district, Wheaton",KNOWINGLY USING FALSIFIED VEH. REG. PLATE,GEORGIA  AVE @ RANDOLPH RD.,No,No,No,No,No,No,TX,HONDA,CIVIC,SILVER,Citation,14-110(g),No,OTHER,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,LOST KNIFE RD @ CONTOUR RD,No,No,No,Yes,No,No,MD,HONDA,CIVIC,BLUE,Citation,13-409(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE/COLESVILLE RD,No,No,No,No,No,No,MD,TOYOTA,SOLARA,BLACK,Citation,13-409(b),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB COLUMBIA PIKE @ INDUSTRIAL PKWY,No,No,No,No,No,No,MD,NISS,ALTIMA,BLUE,Citation,13-401(h),No,BLACK,M,MD,MD,S - License Plate Recognition
"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,HUNGERFORD DR/BEALL AVE,No,No,No,No,No,No,MD,NISSAN,PATHFINDER,GREEN,Citation,21-202(h1),No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RIVER RD @ CARDEROCK SPRINGS RD,No,No,No,Yes,No,No,MD,CHEVY,METRO,RED,Citation,13-409(b),No,BLACK,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,AMHERST AVE/BLUERIDGE AVE,No,No,No,No,No,No,MD,TOYT,CAMRY,WHITE,Citation,16-116(a),No,ASIAN,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,RT 29 / BRIGGS CHANEY RD,No,No,No,No,No,No,MD,CHEVY,EXPRESS,BLUE,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MIDDLEBROOK RD/FREDERICK RD,No,No,No,No,No,No,MD,NISSAN,SENTRA,YELLOW,Warning,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,LAYHILL RD / MIDDLEBRIDGE DR,No,No,No,No,No,No,MD,FORD,4S,BLACK,Warning,22-219(a),No,BLACK,M,PA,PA,A - Marked Patrol
"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,E/B E. GUDE DR AT DOVER RD,No,No,No,No,No,No,MD,TOYOTA,CAMRY,"BLUE, DARK",Citation,21-1124.2(d2),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,MIDDLEBROOK RD AT I 270,No,No,No,No,No,No,MD,TOYT,4S,SILVER,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO STOP FOR STOPPED VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,CLOPPER RD @ TWELVE OAKS DR,No,No,No,No,No,No,VA,MERZ,E350,GRAY,Citation,21-706(a),No,HISPANIC,M,VA,VA,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BRADLEY LN/MAPLE AVE,No,No,No,No,No,No,MD,FORD,TK,"BLUE, DARK",Warning,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,GEORGIA AVE / 495,No,No,No,No,No,No,MD,CHEVY,IMPALA,BLACK,Citation,22-406(i1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,BEECH AVENUE/OLD GEORGETOWN,No,No,No,No,No,No,MD,TOYOTA,4S,GOLD,Citation,21-902(a1),No,WHITE,M,MD,MD,A - Marked Patrol
